IP;MAC Address;Host Name;Phone DN;App Load ID;Boot Load ID;Version;Hardware Revision;Serial Number;Model Number;Message Waiting;UDI;1;2;3;4;Time;Time Zone;Date;System Free Memory;Java Heap Free Memory;Java Pool Free Memory
10.159.189.10;3037A617119B;SEP3037A617119B;8541;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14078DQH;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH14078DQH;6:47:26p;Asia/Riyadh;20/09/15;7316128;2700540;469952
10.159.189.11;001BD512D619;SEP001BD512D619;8900;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208AY6;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208AY6;6:47:32p;Asia/Riyadh;20/09/15;10951504;1693112;591392
10.159.189.12;001BD4A02ED7;SEP001BD4A02ED7;7874;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH111791ZA;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH111791ZA;6:47:28p;Asia/Riyadh;20/09/15;10947408;1648312;601600
10.159.189.16;20BBC09352A0;SEP20BBC09352A0;7820;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH17089J7Y;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH17089J7Y;6:47:32p;Asia/Riyadh;20/09/15;7836320;2640552;112144
10.159.189.17;1CAA071186FB;SEP1CAA071186FB;9003;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15158KP8;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KP8;6:47:37p;Saudi Arabia Standard Time;20/09/15;12290944;1748288;147952
10.159.189.18;20BBC0933970;SEP20BBC0933970;9068;jar42sccp.9-0-2ES2.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-2SR1S;14.0;FCH17089CN1;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH17089CN1;6:47:34p;Saudi Arabia Standard Time;20/09/15;8622752;2684888;180256
10.159.189.21;A4563041DA2B;SEPA4563041DA2B;8537;jar45sccp.9-0-3TH1-22.sbn;tnp65.8-3-1-21a.bin;SCCP45.9-0-3S;12.0;FCH16038LQ4;CP-7965G;No;phone;Cisco Unified IP Phone 7965G, Global, Gig Ethernet, Color;CP-7965G;V11;FCH16038LQ4;6:47:37p;Asia/Riyadh;20/09/15;5677728;2646400;222808
10.159.189.25;1CAA07118806;SEP1CAA07118806;7837;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15158KX3;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KX3;6:47:40p;Asia/Riyadh;20/09/15;10971984;1702360;601336
10.159.189.26;B4A4E3D73E20;SEPB4A4E3D73E20;8235;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH1438AL41;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438AL41;6:47:34p;Saudi Arabia Standard Time;20/09/15;12196736;1691408;122424
10.159.189.28;FCFBFB10D932;SEPFCFBFB10D932;9016;jar42sccp.9-0-2ES2.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-2SR1S;11.0;FCH14098DUZ;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH14098DUZ;6:47:45p;Saudi Arabia Standard Time;20/09/15;8618656;2742236;172104
10.159.189.29;24B6574533F1;SEP24B6574533F1;8539;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1542A6FL;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1542A6FL;6:47:33p;Asia/Riyadh;20/09/15;10832720;1695628;563408
10.159.189.30;B4A4E3D72806;SEPB4A4E3D72806;9034;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH1438AF7C;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438AF7C;6:47:46p;Saudi Arabia Standard Time;20/09/15;12233600;1665912;121016
10.159.189.31;ECC882B01DF8;SEPECC882B01DF8;8904;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14448WEP;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V07;FCH14448WEP;6:47:37p;Asia/Riyadh;20/09/15;7864992;2793976;136160
10.159.189.32;001BD512D71D;SEP001BD512D71D;8542;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B5U;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B5U;6:47:42p;Asia/Riyadh;20/09/15;10963792;1808208;600856
10.159.189.33;D4D748FFDE61;SEPD4D748FFDE61;3531;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH1546A6J8;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1546A6J8;6:47:47p;Saudi Arabia Standard Time;20/09/15;12241792;1726132;128944
10.159.189.36;E840400D243B;SEPE840400D243B;9049;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15129E0A;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129E0A;6:48:04p;Saudi Arabia Standard Time;20/09/15;12237696;1693168;128016
10.159.189.37;F02929581318;SEPF02929581318;9035;jar42sccp.9-0-2ES2.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-2SR1S;14.0;FCH17038GF9;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH17038GF9;6:48:06p;Saudi Arabia Standard Time;20/09/15;8659616;2688668;185640
